MRE-,ACC+,PRED40+,N_estimators,criterion,Min_sample_leaves,Min_impurity_decrease,Max_depth
0.0,0.0,83.33333333,190,0,5,8.5,2
0.0,0.0,83.33333333,120,0,2,3.5,3
121.07,-12.91,0.0,100,2,8,8.25,10
120.7,-12.77,0.0,200,1,19,2.25,8
118.93,-12.07,0.0,100,1,10,5.25,16
119.96,-12.48,0.0,160,2,5,3.75,11
120.31,-12.62,0.0,130,1,20,0.5,12
119.44,-12.28,0.0,120,2,10,0.75,16
0.0,0.0,83.33333333,80,0,11,8.0,14
120.5,-12.69,0.0,80,2,20,4.75,20
121.05,-12.9,0.0,140,2,19,4.25,19
100.77,-0.75,0.0,130,0,1,5.75,14
0.0,0.0,83.33333333,80,0,10,8.5,8
114.67,-10.19,0.0,20,1,20,2.5,10
120.22,-12.59,0.0,60,1,5,9.0,16
0.0,0.0,83.33333333,50,0,6,5.25,1
0.0,0.0,83.33333333,70,0,4,4.75,11
101.0,-0.97,0.0,100,0,5,3.0,11
102.0,-1.89,0.0,200,0,7,3.5,10
100.59,-0.58,0.0,170,0,14,9.25,9
120.39,-12.65,0.0,120,2,2,1.25,4
0.0,0.0,83.33333333,30,0,4,4.0,8
0.0,0.0,83.33333333,60,0,5,3.25,12
0.0,0.0,83.33333333,180,0,12,7.5,19
119.68,-12.38,0.0,190,2,4,10.0,18
119.93,-12.47,0.0,180,1,14,3.0,9
120.56,-12.71,0.0,60,1,17,8.75,18
119.9,-12.46,0.0,140,2,8,2.25,1
121.48,-13.06,0.0,90,2,6,7.0,19
120.26,-12.6,0.0,180,2,11,2.25,9
120.43,-12.67,0.0,140,1,1,3.5,13
0.0,0.0,83.33333333,50,0,15,6.0,17
100.63,-0.61,0.0,160,0,6,8.75,7
121.37,-13.02,0.0,190,1,18,8.5,14
100.63,-0.61,0.0,160,0,1,7.25,13
120.49,-12.69,0.0,190,2,11,9.75,5
122.0,-13.25,0.0,70,1,17,5.0,6
120.9,-12.85,0.0,170,1,14,0.25,5
118.83,-12.03,0.0,80,1,18,1.0,1
119.83,-12.43,0.0,200,2,10,2.75,16
120.0,-12.5,0.0,20,2,8,3.0,5
0.0,0.0,83.33333333,130,0,5,8.0,19
121.5,-13.07,0.0,40,1,1,8.5,18
119.6,-12.34,0.0,50,2,4,1.5,4
118.33,-11.83,0.0,20,2,8,1.75,14
117.11,-11.31,0.0,30,1,18,1.75,19
119.75,-12.4,0.0,160,1,17,1.75,15
105.0,-4.35,0.0,20,0,20,0.0,6
118.87,-12.05,0.0,160,2,19,8.75,15
0.0,0.0,83.33333333,50,0,4,5.5,17
101.05,-1.02,0.0,190,0,1,7.5,3
122.33,-13.37,0.0,40,1,20,0.25,5
120.76,-12.79,0.0,70,1,17,2.5,8
118.78,-12.01,0.0,170,1,13,8.0,4
119.71,-12.39,0.0,140,1,5,1.75,1
119.44,-12.28,0.0,120,2,20,0.0,15
119.74,-12.4,0.0,130,1,1,5.25,18
0.0,0.0,83.33333333,130,0,19,7.0,14
0.0,0.0,83.33333333,70,0,10,7.0,13
119.82,-12.43,0.0,110,2,5,7.5,17
119.1,-12.14,0.0,140,1,17,4.75,9
0.0,0.0,83.33333333,40,0,10,9.25,13
119.85,-12.44,0.0,180,2,9,6.25,3
102.0,-1.89,0.0,50,0,12,0.5,3
0.0,0.0,83.33333333,40,0,10,2.0,12
101.43,-1.37,0.0,140,0,20,8.25,13
102.5,-2.33,0.0,120,0,12,1.75,17
119.76,-12.4,0.0,110,1,14,1.0,4
100.63,-0.61,0.0,160,0,15,1.25,8
0.0,0.0,83.33333333,160,0,19,3.5,19
119.83,-12.43,0.0,80,1,5,5.0,19
0.0,0.0,83.33333333,150,0,17,3.0,16
118.92,-12.07,0.0,80,1,2,1.25,12
101.11,-1.08,0.0,180,0,20,4.5,9
101.67,-1.59,0.0,60,0,20,0.0,8
123.33,-13.73,0.0,10,1,6,9.25,19
120.0,-12.5,0.0,30,1,14,3.5,14
119.67,-12.37,0.0,20,1,12,9.5,10
120.5,-12.69,0.0,40,2,12,9.0,10
119.5,-12.3,0.0,40,1,4,3.25,4
123.33,-13.73,0.0,10,1,13,0.75,8
121.56,-13.09,0.0,120,1,7,0.25,4
0.0,0.0,83.33333333,30,0,15,0.0,13
120.79,-12.8,0.0,110,1,9,6.0,11
120.15,-12.56,0.0,90,2,12,6.5,15
120.2,-12.58,0.0,100,2,9,4.75,14
122.61,-13.47,0.0,110,1,17,2.25,10
120.6,-12.73,0.0,100,2,16,6.25,12
0.0,0.0,83.33333333,70,0,1,8.25,18
0.0,0.0,83.33333333,20,0,13,1.75,13
119.54,-12.32,0.0,190,1,17,5.25,11
121.11,-12.93,0.0,90,1,20,1.25,9
0.0,0.0,83.33333333,90,0,9,8.0,10
119.83,-12.43,0.0,80,1,17,5.5,3
121.33,-13.01,0.0,90,1,19,2.5,10
0.0,0.0,83.33333333,200,0,5,7.25,4
118.63,-11.95,0.0,170,1,1,2.75,16
118.67,-11.97,0.0,10,1,17,5.25,11
120.87,-12.84,0.0,130,2,3,1.5,4
119.85,-12.44,0.0,90,2,5,9.25,7
116.67,-11.11,0.0,10,2,5,2.5,11
118.26,-11.8,0.0,130,1,10,0.75,18
122.67,-13.49,0.0,80,2,7,1.0,5
124.0,-13.95,0.0,10,2,5,2.0,15
120.33,-12.63,0.0,20,2,19,9.75,6
0.0,0.0,83.33333333,140,0,8,1.75,10
119.73,-12.4,0.0,50,2,8,9.5,11
118.79,-12.02,0.0,110,1,9,9.5,5
100.5,-0.49,0.0,200,0,12,3.0,18
120.44,-12.67,0.0,30,2,3,8.25,11
118.67,-11.97,0.0,20,1,8,8.25,19
120.76,-12.79,0.0,150,1,12,4.5,15
0.0,0.0,83.33333333,70,0,18,2.75,8
0.0,0.0,83.33333333,60,0,16,8.75,6
0.0,0.0,83.33333333,10,0,7,10.0,15
120.35,-12.64,0.0,170,1,12,1.5,1
121.02,-12.89,0.0,170,1,6,4.0,3
119.73,-12.4,0.0,50,2,12,2.75,12
120.14,-12.55,0.0,190,2,2,5.0,9
120.04,-12.52,0.0,170,2,19,9.25,19
121.7,-13.14,0.0,90,1,1,1.25,4
0.0,0.0,83.33333333,120,0,9,5.0,2
0.0,0.0,83.33333333,80,0,6,6.0,11
120.89,-12.84,0.0,150,1,19,0.75,19
119.44,-12.28,0.0,120,1,1,10.0,13
103.33,-3.03,0.0,30,0,2,9.25,16
0.0,0.0,83.33333333,60,0,19,0.75,10
120.22,-12.59,0.0,120,1,2,6.0,7
120.48,-12.69,0.0,110,2,10,10.0,18
121.33,-13.01,0.0,150,1,6,0.5,1
120.83,-12.82,0.0,120,1,19,8.0,11
120.89,-12.84,0.0,120,2,5,6.5,10
0.0,0.0,83.33333333,140,0,18,2.75,11
119.76,-12.4,0.0,110,1,14,2.75,11
0.0,0.0,83.33333333,60,0,2,5.75,3
0.0,0.0,83.33333333,120,0,10,3.5,16
112.0,-8.82,0.0,10,1,3,3.5,7
120.3,-12.62,0.0,90,1,20,4.0,20
0.0,0.0,83.33333333,200,0,4,6.0,17
118.44,-11.87,0.0,180,2,7,3.25,19
100.83,-0.81,0.0,120,0,9,4.25,18
0.0,0.0,83.33333333,160,0,12,8.5,15
0.0,0.0,83.33333333,60,0,2,4.5,13
120.72,-12.78,0.0,130,2,1,9.5,2
120.27,-12.6,0.0,50,1,14,3.0,8
119.69,-12.38,0.0,170,2,2,3.5,3
120.67,-12.76,0.0,110,2,5,1.25,9
120.26,-12.6,0.0,130,2,7,8.5,20
121.11,-12.93,0.0,30,1,16,6.0,8
117.75,-11.58,0.0,80,2,19,3.25,15
121.67,-13.13,0.0,80,1,5,5.0,8
121.11,-12.93,0.0,60,1,3,0.5,19
119.67,-12.37,0.0,40,1,15,8.0,7
101.25,-1.2,0.0,80,0,11,9.75,2
120.41,-12.66,0.0,130,2,11,3.5,9
119.27,-12.21,0.0,100,2,16,6.5,18
0.0,0.0,83.33333333,160,0,19,7.0,3
119.67,-12.37,0.0,120,2,14,8.0,16
0.0,0.0,83.33333333,30,0,14,8.25,16
119.95,-12.48,0.0,130,1,2,4.5,19
120.0,-12.5,0.0,20,2,14,9.5,9
120.5,-12.69,0.0,160,1,19,7.0,17
120.12,-12.55,0.0,170,1,15,1.0,16
120.44,-12.67,0.0,60,2,1,7.0,16
119.47,-12.29,0.0,190,2,3,9.75,9
119.38,-12.26,0.0,140,2,11,8.5,13
123.33,-13.73,0.0,10,2,16,6.0,11
120.33,-12.63,0.0,200,2,6,3.5,19
119.24,-12.2,0.0,150,2,18,8.0,10
119.94,-12.48,0.0,110,2,19,6.75,10
121.0,-12.88,0.0,20,1,3,3.5,2
0.0,0.0,83.33333333,150,0,16,2.25,16
120.78,-12.8,0.0,170,2,5,9.75,20
118.1,-11.73,0.0,70,2,9,4.25,16
121.9,-13.22,0.0,130,2,14,9.25,18
118.67,-11.97,0.0,70,2,8,9.5,3
121.57,-13.5,0.0,180,1,5,0.0,11
120.94,-12.86,0.0,120,1,8,8.75,15
120.0,-12.5,0.0,10,2,18,0.0,3
120.28,-12.61,0.0,120,1,5,1.75,5
120.33,-12.63,0.0,20,1,11,5.25,7
116.67,-11.11,0.0,10,1,12,2.0,16
120.37,-12.65,0.0,160,1,4,6.75,16
119.33,-12.24,0.0,200,1,12,3.75,12
119.17,-12.17,0.0,120,2,18,5.75,14
120.46,-12.68,0.0,130,1,1,5.0,7
101.0,-0.97,0.0,100,0,6,0.25,8
122.33,-13.37,0.0,60,2,20,2.75,5
119.54,-12.32,0.0,160,1,16,8.25,2
120.48,-12.68,0.0,70,1,17,2.25,2
0.0,0.0,83.33333333,110,0,17,7.0,15
116.0,-10.81,0.0,10,2,7,7.75,1
0.0,0.0,83.33333333,10,0,3,8.75,13
119.05,-12.12,0.0,70,1,10,4.25,17
0.0,0.0,83.33333333,60,0,10,3.25,8
101.11,-1.08,0.0,90,0,13,6.75,15
121.07,-12.91,0.0,200,1,8,8.75,13
121.83,-13.19,0.0,80,1,16,4.5,13
120.0,-12.5,0.0,60,1,2,8.25,20
119.0,-12.1,0.0,80,2,3,5.75,7
121.3,-13.0,0.0,200,2,11,1.0,5
120.67,-12.76,0.0,30,2,12,5.5,16
119.9,-12.46,0.0,70,2,19,7.75,19
100.53,-0.52,0.0,190,0,1,8.5,1
120.5,-12.69,0.0,120,1,16,4.75,6
0.0,0.0,83.33333333,60,0,20,4.75,17
101.18,-1.14,0.0,170,0,3,5.75,14
120.4,-12.66,0.0,100,1,2,3.0,4
120.67,-12.76,0.0,110,2,6,5.25,15
0.0,0.0,83.33333333,110,0,16,1.5,6
119.7,-12.38,0.0,90,2,5,4.0,6
119.33,-12.24,0.0,100,2,18,7.75,17
120.87,-12.83,0.0,100,1,16,0.75,3
120.14,-12.56,0.0,140,1,4,7.75,17
100.71,-0.7,0.0,140,0,6,7.75,10
100.53,-0.52,0.0,190,0,1,2.25,12
120.5,-12.69,0.0,40,1,4,10.0,10
0.0,0.0,83.33333333,80,0,19,3.5,3
120.4,-12.66,0.0,200,1,14,3.75,13
0.0,0.0,83.33333333,20,0,3,7.5,17
0.0,0.0,83.33333333,140,0,19,8.25,6
119.82,-12.43,0.0,110,2,17,5.75,14
0.0,0.0,83.33333333,20,0,12,2.75,19
0.0,0.0,83.33333333,80,0,19,1.25,8
0.0,0.0,83.33333333,70,0,19,9.25,15
0.0,0.0,83.33333333,50,0,8,4.0,7
119.58,-12.34,0.0,80,2,15,3.75,7
102.14,-1.68,0.0,140,0,3,0.25,1
119.11,-12.15,0.0,150,1,17,5.75,5
118.97,-12.09,0.0,130,2,19,2.0,14
119.73,-12.4,0.0,50,2,19,0.75,12
100.59,-0.58,0.0,170,0,14,6.75,13
120.2,-12.58,0.0,170,1,5,4.25,6
118.37,-11.84,0.0,180,2,1,7.5,20
118.93,-12.07,0.0,150,1,1,2.0,6
122.0,-13.25,0.0,10,1,16,4.25,14
0.0,0.0,83.33333333,190,0,10,8.75,5
120.25,-12.6,0.0,80,1,10,2.75,16
101.43,-1.37,0.0,70,0,17,3.0,7
120.12,-12.55,0.0,170,1,10,4.75,4
120.93,-12.86,0.0,180,2,1,7.0,8
0.0,0.0,83.33333333,40,0,15,8.25,1
0.0,0.0,83.33333333,70,0,15,7.0,4
120.81,-12.81,0.0,190,1,15,1.75,16
119.14,-12.16,0.0,70,1,14,0.5,2
118.62,-11.95,0.0,160,1,8,0.5,18
0.0,0.0,83.33333333,80,0,5,6.75,2
122.67,-13.49,0.0,40,1,2,0.25,2
121.11,-12.93,0.0,30,2,18,3.5,8
0.0,0.0,83.33333333,20,0,14,6.5,19
124.0,-13.95,0.0,10,2,16,10.0,15
0.0,0.0,83.33333333,90,0,4,8.5,9
121.87,-13.21,0.0,160,2,9,1.25,6
119.92,-12.47,0.0,160,1,13,8.25,1
119.88,-12.45,0.0,110,2,7,1.25,11
119.14,-12.16,0.0,70,1,18,7.0,3
119.44,-12.28,0.0,130,2,16,10.0,4
120.4,-12.66,0.0,100,1,17,0.25,13
119.67,-12.37,0.0,40,1,5,9.75,10
120.04,-12.51,0.0,180,2,13,2.5,16
121.03,-12.9,0.0,200,2,14,0.75,8
0.0,0.0,83.33333333,120,0,19,9.25,6
120.33,-12.63,0.0,40,2,8,0.75,10
120.11,-12.54,0.0,190,1,8,9.25,20
0.0,0.0,83.33333333,40,0,8,8.75,11
100.53,-0.52,0.0,190,0,11,0.0,1
100.71,-0.7,0.0,140,0,9,3.0,9
118.13,-11.74,0.0,50,2,10,5.5,20
119.58,-12.33,0.0,190,2,19,3.75,13
119.62,-12.35,0.0,70,1,10,3.75,5
122.24,-13.34,0.0,110,1,18,3.0,19
121.15,-12.94,0.0,110,1,18,1.0,12
0.0,0.0,83.33333333,40,0,19,0.0,13
119.67,-12.37,0.0,60,2,18,7.5,20
0.0,0.0,83.33333333,70,0,7,2.0,5
0.0,0.0,83.33333333,80,0,18,9.0,9
118.93,-12.07,0.0,50,2,20,3.0,17
120.0,-12.5,0.0,10,1,11,7.25,9
0.0,0.0,83.33333333,10,0,7,9.5,10
0.0,0.0,83.33333333,190,0,13,3.25,12
0.0,0.0,83.33333333,30,0,10,7.25,3
100.77,-0.75,0.0,130,0,11,8.5,18
121.11,-12.93,0.0,180,1,4,9.75,19
122.17,-13.31,0.0,80,2,3,3.25,8
0.0,0.0,83.33333333,30,0,19,4.0,7
0.0,0.0,83.33333333,200,0,20,4.25,3
0.0,0.0,83.33333333,90,0,11,3.75,18
119.11,-12.15,0.0,90,2,11,7.75,15
119.69,-12.38,0.0,150,2,2,4.25,1
119.83,-12.43,0.0,120,2,10,9.25,2
0.0,0.0,83.33333333,140,0,15,5.0,19
101.25,-1.2,0.0,160,0,13,8.25,13
119.74,-12.4,0.0,130,1,9,8.75,1
120.56,-12.71,0.0,120,1,7,1.5,14
119.39,-12.26,0.0,120,1,12,10.0,6
118.53,-11.91,0.0,100,1,18,2.5,14
0.0,0.0,83.33333333,150,0,16,3.75,11
0.0,0.0,83.33333333,150,0,6,1.5,20
121.33,-13.01,0.0,150,2,20,9.25,19
118.67,-11.97,0.0,110,1,12,7.0,7
120.89,-12.84,0.0,120,1,10,6.0,19
117.67,-11.55,0.0,80,1,16,1.75,12
120.67,-12.76,0.0,10,1,8,6.0,7
119.21,-12.19,0.0,160,1,2,2.5,5
0.0,0.0,83.33333333,100,0,7,7.75,18
0.0,0.0,83.33333333,130,0,14,6.25,16
101.11,-1.08,0.0,180,0,11,8.0,8
0.0,0.0,83.33333333,50,0,11,3.0,18
119.63,-12.35,0.0,180,2,16,2.0,10
120.53,-12.71,0.0,50,2,8,4.75,19
121.67,-13.13,0.0,60,1,12,6.0,7
120.08,-12.53,0.0,160,2,2,2.0,2
118.0,-11.69,0.0,10,2,13,6.25,13
122.0,-13.25,0.0,110,2,10,5.0,18
119.72,-12.39,0.0,190,1,5,7.25,17
119.79,-12.42,0.0,190,2,2,1.25,11
0.0,0.0,83.33333333,150,0,7,2.0,14
120.81,-12.81,0.0,90,1,6,4.25,12
0.0,0.0,83.33333333,90,0,8,3.0,14
122.67,-13.49,0.0,10,2,19,1.5,3
121.09,-12.92,0.0,110,1,4,6.0,4
119.22,-12.19,0.0,60,1,20,2.25,3
122.13,-13.3,0.0,50,1,16,9.5,13
0.0,0.0,83.33333333,20,0,11,0.75,17
0.0,0.0,83.33333333,200,0,18,8.25,1
120.44,-12.67,0.0,120,1,12,7.5,15
100.5,-0.49,0.0,200,0,15,1.5,12
120.27,-12.6,0.0,150,2,11,7.75,15
120.26,-12.6,0.0,130,1,16,0.5,13
120.59,-12.73,0.0,180,2,15,9.75,12
120.33,-12.63,0.0,60,2,11,3.0,14
122.67,-13.49,0.0,50,1,12,0.25,4
119.48,-12.3,0.0,180,2,8,9.75,20
0.0,0.0,83.33333333,120,0,17,1.5,7
0.0,0.0,83.33333333,10,0,8,1.0,14
0.0,0.0,83.33333333,190,0,1,9.5,20
119.33,-12.24,0.0,140,1,11,2.75,18
121.42,-13.04,0.0,80,1,5,8.5,6
118.12,-11.74,0.0,110,1,19,5.75,11
119.37,-12.25,0.0,200,2,17,3.5,9
0.0,0.0,83.33333333,170,0,16,5.75,5
123.04,-13.62,0.0,90,2,16,10.0,18
0.0,0.0,83.33333333,180,0,12,6.5,18
118.89,-12.06,0.0,60,2,20,5.5,1
0.0,0.0,83.33333333,100,0,3,6.0,15
100.56,-0.55,0.0,180,0,8,1.5,13
120.62,-12.74,0.0,130,2,10,6.75,4
0.0,0.0,83.33333333,130,0,19,0.0,11
120.51,-12.7,0.0,130,1,20,8.25,4
100.5,-0.49,0.0,200,0,4,9.5,4
119.67,-12.37,0.0,20,1,4,7.75,2
118.86,-12.05,0.0,170,2,15,5.0,20
0.0,0.0,83.33333333,70,0,12,1.0,11
0.0,0.0,83.33333333,60,0,15,0.5,1
118.15,-11.75,0.0,180,2,5,2.5,1
102.5,-2.33,0.0,40,0,10,5.75,9
119.33,-12.24,0.0,10,1,2,9.75,8
120.0,-12.5,0.0,130,1,19,3.25,14
0.0,0.0,83.33333333,130,0,5,3.5,17
119.93,-12.47,0.0,200,2,6,10.0,11
0.0,0.0,83.33333333,10,0,7,8.75,18
119.89,-12.46,0.0,190,1,6,8.5,14
120.3,-12.62,0.0,90,1,6,2.25,7
120.07,-12.53,0.0,90,2,3,5.0,20
119.75,-12.4,0.0,80,2,7,6.5,18
120.48,-12.68,0.0,70,1,5,4.5,13
119.54,-12.32,0.0,190,2,8,2.25,2
119.13,-12.16,0.0,100,2,3,3.75,19
119.2,-12.18,0.0,150,1,13,0.0,15
121.42,-13.04,0.0,160,1,8,0.25,13
117.7,-11.56,0.0,180,1,12,4.5,17
0.0,0.0,83.33333333,70,0,6,0.25,4
119.62,-12.35,0.0,140,2,4,9.75,4
118.87,-12.05,0.0,160,2,1,8.75,4
103.08,-2.82,0.0,130,0,10,2.75,9
0.0,0.0,83.33333333,50,0,20,0.75,2
100.5,-0.49,0.0,200,0,7,0.5,5
0.0,0.0,83.33333333,120,0,3,5.5,19
0.0,0.0,83.33333333,90,0,9,1.25,20
101.25,-1.2,0.0,160,0,1,1.5,16
120.79,-12.8,0.0,160,1,19,8.75,19
120.42,-12.66,0.0,190,1,10,6.5,14
119.5,-12.3,0.0,80,1,11,2.25,8
0.0,0.0,83.33333333,100,0,17,4.75,7
104.0,-3.57,0.0,50,0,8,6.75,13
121.24,-12.97,0.0,140,1,10,8.0,12
119.81,-12.43,0.0,180,1,15,4.0,8
0.0,0.0,83.33333333,100,0,2,7.75,19
119.7,-12.38,0.0,200,2,6,6.0,17
117.78,-11.59,0.0,120,1,16,2.25,13
0.0,0.0,83.33333333,130,0,10,5.0,19
117.67,-11.55,0.0,20,1,19,2.0,6
0.0,0.0,83.33333333,70,0,10,8.75,2
116.33,-10.96,0.0,40,2,13,0.75,6
118.97,-12.09,0.0,200,1,12,9.25,18
101.25,-1.2,0.0,160,0,13,3.25,16
100.53,-0.52,0.0,190,0,8,2.5,1
102.73,-2.52,0.0,110,0,4,5.5,1
119.69,-12.38,0.0,150,2,3,6.25,20
121.33,-13.01,0.0,10,2,10,3.75,10
120.67,-12.76,0.0,30,2,3,5.5,19
117.67,-11.55,0.0,20,2,12,7.5,12
121.85,-13.2,0.0,90,1,15,2.75,16
120.33,-12.63,0.0,200,2,6,8.5,1
116.89,-11.21,0.0,60,2,12,7.75,2
0.0,0.0,83.33333333,30,0,3,1.75,7
119.33,-12.24,0.0,70,1,6,5.25,17
120.48,-12.68,0.0,70,1,19,4.75,18
0.0,0.0,83.33333333,180,0,7,6.5,10
101.25,-1.2,0.0,80,0,16,3.25,15
0.0,0.0,83.33333333,110,0,7,7.0,13
114.67,-10.19,0.0,10,2,12,8.0,9
121.63,-13.12,0.0,90,1,20,6.25,7
120.18,-12.57,0.0,190,1,14,1.5,10
117.11,-11.31,0.0,30,2,14,5.25,15
100.5,-0.49,0.0,200,0,4,7.5,18
119.56,-12.32,0.0,60,1,11,0.0,10
100.83,-0.81,0.0,120,0,19,1.5,2
117.33,-11.4,0.0,50,2,18,8.0,6
0.0,0.0,83.33333333,10,0,13,8.25,14
120.41,-12.66,0.0,130,1,11,1.0,19
121.27,-12.98,0.0,100,1,3,7.5,17
120.33,-12.63,0.0,20,1,6,3.25,18
120.62,-12.74,0.0,140,1,9,4.25,9
121.0,-12.88,0.0,140,1,13,3.25,13
119.03,-12.11,0.0,130,2,13,3.5,20
120.23,-12.59,0.0,200,2,1,0.75,11
120.8,-12.81,0.0,200,1,7,9.25,8
0.0,0.0,83.33333333,90,0,17,8.25,9
120.27,-12.6,0.0,200,1,4,8.0,2
119.2,-12.18,0.0,200,2,8,9.75,13
0.0,0.0,83.33333333,30,0,11,0.5,12
0.0,0.0,83.33333333,40,0,13,4.75,15
120.47,-12.68,0.0,200,2,18,2.25,2
0.0,0.0,83.33333333,20,0,17,1.25,20
0.0,0.0,83.33333333,160,0,12,6.75,15
0.0,0.0,83.33333333,100,0,20,7.5,3
121.33,-13.01,0.0,10,2,5,2.75,19
0.0,0.0,83.33333333,180,0,9,4.75,15
119.63,-12.35,0.0,90,1,9,5.25,10
121.75,-13.16,0.0,190,2,11,3.75,1
119.8,-12.42,0.0,170,2,1,2.75,19
119.44,-12.28,0.0,130,1,15,5.25,9
118.76,-12.0,0.0,140,2,8,0.25,16
120.67,-12.76,0.0,130,1,14,4.25,18
120.78,-12.8,0.0,120,2,19,3.75,18
121.0,-12.88,0.0,180,2,8,4.0,12
119.78,-12.41,0.0,30,1,14,1.5,6
0.0,0.0,83.33333333,130,0,1,7.75,15
0.0,0.0,83.33333333,30,0,14,5.5,5
119.56,-12.32,0.0,120,1,12,5.25,12
115.33,-10.5,0.0,10,1,13,3.5,1
0.0,0.0,83.33333333,10,0,16,2.5,19
0.0,0.0,83.33333333,160,0,1,2.75,12
0.0,0.0,83.33333333,170,0,2,7.25,5
119.79,-12.42,0.0,130,1,7,4.5,16
100.71,-0.7,0.0,140,0,11,8.25,20
120.35,-12.64,0.0,170,2,6,6.75,20
125.33,-14.39,0.0,10,2,5,6.25,16
0.0,0.0,83.33333333,110,0,14,4.75,13
121.15,-12.94,0.0,110,1,16,6.0,20
121.0,-12.88,0.0,60,1,7,1.0,19
120.81,-12.81,0.0,190,2,8,2.0,14
117.33,-11.4,0.0,10,1,10,8.5,3
0.0,0.0,83.33333333,10,0,6,2.5,20
119.2,-12.18,0.0,150,2,12,5.0,16
100.83,-0.81,0.0,120,0,2,4.0,14
100.83,-0.81,0.0,120,0,15,0.5,18
121.0,-12.88,0.0,80,2,20,7.5,6
120.08,-12.53,0.0,170,2,13,6.5,7
121.33,-13.01,0.0,40,2,20,7.5,3
100.77,-0.75,0.0,130,0,18,9.5,15
118.61,-11.94,0.0,110,2,17,3.25,3
122.67,-13.49,0.0,40,2,8,9.0,18
120.0,-12.5,0.0,20,2,19,4.25,10
118.67,-11.97,0.0,40,2,12,7.25,20
103.33,-3.03,0.0,90,0,11,7.0,2
118.58,-11.93,0.0,80,1,14,1.0,11
120.97,-12.87,0.0,130,1,12,7.75,20
120.17,-12.56,0.0,200,1,5,8.75,18
100.91,-0.88,0.0,110,0,2,4.0,14
101.33,-1.28,0.0,150,0,8,5.25,18
118.96,-12.08,0.0,160,1,6,3.25,19
101.67,-1.59,0.0,120,0,18,4.0,3
0.0,0.0,83.33333333,40,0,15,4.75,7
121.04,-12.9,0.0,90,1,15,6.5,16
120.33,-12.63,0.0,20,1,8,9.0,2
120.56,-12.72,0.0,190,1,11,9.0,1
0.0,0.0,83.33333333,100,0,4,8.75,13
120.22,-12.59,0.0,150,1,4,5.25,2
121.33,-13.01,0.0,10,1,11,5.25,17
119.37,-12.25,0.0,160,1,11,4.5,20
100.56,-0.55,0.0,180,0,8,5.25,7
0.0,0.0,83.33333333,70,0,15,4.5,10
120.1,-12.54,0.0,140,2,2,7.75,3
0.0,0.0,83.33333333,50,0,1,3.75,20
121.06,-12.91,0.0,170,2,18,7.25,3
119.27,-12.21,0.0,100,1,19,6.5,7
0.0,0.0,83.33333333,20,0,13,0.0,15
121.58,-13.1,0.0,110,1,20,6.75,18
120.0,-12.5,0.0,180,1,14,9.0,6
121.09,-12.92,0.0,110,2,3,7.25,6
101.43,-1.37,0.0,140,0,8,9.75,7
119.95,-12.48,0.0,130,2,17,6.75,17
0.0,0.0,83.33333333,140,0,19,5.0,19
101.11,-1.08,0.0,90,0,17,6.0,4
0.0,0.0,83.33333333,110,0,11,6.25,2
119.89,-12.46,0.0,120,1,9,6.0,19
119.87,-12.45,0.0,50,1,13,9.75,17
120.9,-12.85,0.0,200,1,19,3.5,12
120.84,-12.82,0.0,190,2,15,7.0,4
117.0,-11.26,0.0,40,2,11,9.5,16
101.5,-1.44,0.0,200,0,13,10.0,6
119.48,-12.3,0.0,180,2,6,6.75,20
119.5,-12.3,0.0,40,2,2,9.5,7
0.0,0.0,83.33333333,90,0,9,0.75,16
120.33,-12.63,0.0,20,2,18,3.5,3
101.05,-1.02,0.0,190,0,18,7.5,17
118.83,-12.03,0.0,40,1,6,2.25,10
118.1,-11.73,0.0,70,2,19,5.25,16
0.0,0.0,83.33333333,40,0,4,2.5,12
120.5,-12.69,0.0,40,1,17,8.75,16
120.0,-12.5,0.0,90,2,20,3.75,17
119.47,-12.29,0.0,100,1,20,6.5,2
100.59,-0.58,0.0,170,0,8,7.0,14
0.0,0.0,83.33333333,10,0,18,8.5,5
0.0,0.0,83.33333333,110,0,2,6.0,15
0.0,0.0,83.33333333,110,0,20,2.75,8
120.67,-12.76,0.0,30,2,13,0.5,7
118.98,-12.09,0.0,170,1,2,0.75,19
120.31,-12.62,0.0,170,1,7,1.25,16
0.0,0.0,83.33333333,10,0,5,4.5,6
119.62,-12.35,0.0,70,1,11,8.75,19
100.77,-0.75,0.0,130,0,5,7.75,14
101.0,-0.97,0.0,100,0,15,2.5,5
119.58,-12.33,0.0,110,2,19,3.75,2
120.62,-12.74,0.0,140,2,13,7.25,5
123.07,-13.63,0.0,50,1,19,5.5,20
121.05,-12.9,0.0,190,2,17,6.0,8
117.78,-11.59,0.0,30,2,17,7.25,16
120.75,-12.79,0.0,80,2,9,6.75,18
120.0,-12.5,0.0,140,1,18,6.0,14
0.0,0.0,83.33333333,160,0,20,5.5,19
119.88,-12.45,0.0,170,1,18,6.5,9
120.83,-12.82,0.0,160,2,15,2.25,14
102.67,-2.47,0.0,150,0,1,5.75,2
0.0,0.0,83.33333333,120,0,2,8.25,15
101.82,-1.72,0.0,110,0,15,9.0,8
120.49,-12.69,0.0,150,1,19,4.5,17
0.0,0.0,83.33333333,50,0,5,5.75,11
120.31,-12.62,0.0,150,2,11,0.5,19
118.72,-11.99,0.0,130,1,1,6.75,11
