MRE-,ACC+,PRED40+,N_estimators,criterion,Min_sample_leaves,Min_impurity_decrease,Max_depth
100.0,0.0,37.5,60,0,10,3.5,4
73.52,7.6,25.0,170,1,2,4.0,17
73.08,7.73,25.0,160,2,18,6.75,12
75.35,7.69,12.5,170,2,6,1.75,20
100.0,0.0,37.5,100,0,13,8.0,13
73.54,7.59,25.0,60,1,17,4.25,3
73.96,7.46,25.0,150,1,15,1.5,11
99.7,0.08,0.0,140,0,18,1.75,4
75.27,7.06,0.0,80,2,9,0.75,7
100.0,0.0,37.5,200,0,14,0.25,20
100.0,0.0,37.5,100,0,11,1.75,20
93.59,6.22,0.0,160,0,2,0.25,11
72.09,8.04,25.0,70,1,2,5.25,14
99.79,0.06,0.0,200,0,8,4.0,18
100.0,0.0,37.5,140,0,13,7.75,1
100.0,0.0,37.5,200,0,9,9.5,17
99.21,-0.06,0.0,190,0,4,0.25,14
75.23,7.07,0.0,160,1,12,5.5,10
74.7,7.24,25.0,160,1,6,5.0,6
75.8,6.9,0.0,30,2,5,7.0,18
81.1,11.48,12.5,70,2,1,1.25,13
76.58,6.66,0.0,180,1,7,1.75,13
66.78,9.72,25.0,20,2,1,9.5,11
100.0,0.0,37.5,90,0,20,3.75,4
71.05,8.37,25.0,30,2,3,8.25,12
98.33,0.45,0.0,50,0,5,4.5,17
100.0,0.0,37.5,60,0,13,3.5,10
76.1,6.81,0.0,80,1,16,8.75,16
75.05,5.56,25.0,180,2,7,0.0,1
68.09,9.3,25.0,20,2,6,7.0,15
72.22,8.0,25.0,90,1,4,6.25,7
77.88,20.74,37.5,40,2,1,0.25,11
73.82,7.5,25.0,80,1,13,9.25,20
72.37,7.95,25.0,70,1,13,6.5,16
100.0,0.0,37.5,190,0,2,5.0,9
100.0,0.0,37.5,160,0,18,6.5,16
76.64,6.64,0.0,100,1,10,9.0,18
72.99,7.76,25.0,120,2,19,7.75,11
72.81,7.82,25.0,70,1,15,3.75,10
74.09,7.42,25.0,180,1,3,3.75,14
98.81,0.32,0.0,70,0,12,1.5,5
85.0,-5.33,25.0,10,2,1,0.0,16
100.0,0.0,37.5,50,0,9,5.5,16
100.0,0.0,37.5,190,0,16,0.5,5
100.0,0.0,37.5,40,0,8,9.5,8
76.32,6.74,0.0,130,2,1,6.25,15
73.16,7.71,25.0,80,2,11,4.5,1
75.33,7.04,0.0,200,1,20,7.75,17
76.24,6.77,0.0,140,2,11,0.0,5
88.09,-1.78,0.0,120,0,4,0.0,9
77.6,6.35,0.0,60,2,17,3.25,9
73.53,7.59,25.0,170,1,12,6.25,3
99.79,0.06,0.0,200,0,7,9.0,4
73.03,7.75,25.0,110,1,20,7.5,11
100.0,0.0,37.5,120,0,2,5.5,5
75.07,7.12,0.0,60,1,4,2.25,11
100.0,0.0,37.5,130,0,16,4.0,9
100.0,0.0,37.5,30,0,15,1.75,8
72.53,7.9,25.0,160,1,3,7.75,12
73.74,7.53,25.0,190,1,19,1.0,13
99.48,0.14,0.0,80,0,8,0.5,17
74.39,7.33,25.0,170,2,14,3.25,16
74.4,7.33,25.0,70,1,20,0.25,5
76.06,6.82,0.0,60,1,17,4.25,17
78.4,6.11,0.0,40,2,5,4.25,6
99.58,0.11,0.0,100,0,10,0.5,3
73.14,7.72,25.0,120,1,6,2.5,20
66.56,5.21,25.0,150,0,1,0.0,20
99.78,0.06,0.0,190,0,5,8.5,2
100.0,0.0,37.5,120,0,2,3.5,3
72.48,7.92,25.0,100,2,8,8.25,10
74.45,7.31,25.0,200,1,19,2.25,8
75.81,6.9,0.0,100,1,10,5.25,16
73.88,7.49,25.0,160,2,5,3.75,11
73.72,7.54,25.0,130,1,20,0.5,12
73.46,7.61,25.0,120,2,10,0.75,16
100.0,0.0,37.5,80,0,11,8.0,14
74.15,7.4,25.0,80,2,20,4.75,20
75.91,6.87,0.0,140,2,19,4.25,19
100.0,0.0,37.5,130,0,1,5.75,14
99.48,0.14,0.0,80,0,10,8.5,8
75.66,6.94,0.0,20,1,20,2.5,10
75.04,7.13,0.0,60,1,5,9.0,16
100.0,0.0,37.5,50,0,6,5.25,1
100.0,0.0,37.5,70,0,4,4.75,11
99.58,0.11,0.0,100,0,5,3.0,11
100.0,0.0,37.5,200,0,7,3.5,10
99.75,0.07,0.0,170,0,14,9.25,9
75.09,10.55,12.5,120,2,2,1.25,4
100.0,0.0,37.5,30,0,4,4.0,8
100.0,0.0,37.5,60,0,5,3.25,12
99.77,0.06,0.0,180,0,12,7.5,19
73.73,7.53,25.0,190,2,4,10.0,18
73.32,7.66,25.0,180,1,14,3.0,9
72.19,8.01,25.0,60,1,17,8.75,18
74.69,7.24,25.0,140,2,8,2.25,1
73.54,7.59,25.0,90,2,6,7.0,19
73.76,7.52,25.0,180,2,11,2.25,9
74.03,7.44,25.0,140,1,1,3.5,13
100.0,0.0,37.5,50,0,15,6.0,17
100.0,0.0,37.5,160,0,6,8.75,7
71.7,8.16,25.0,190,1,18,8.5,14
100.0,0.0,37.5,160,0,1,7.25,13
73.58,7.58,25.0,190,2,11,9.75,5
71.46,8.24,25.0,70,1,17,5.0,6
73.72,7.54,25.0,170,1,14,0.25,5
71.11,8.35,25.0,80,1,18,1.0,1
74.27,7.37,25.0,200,2,10,2.75,16
62.83,11.0,25.0,20,2,8,3.0,5
100.0,0.0,37.5,130,0,5,8.0,19
72.53,7.9,25.0,40,1,1,8.5,18
69.47,8.7,25.0,50,2,4,1.5,4
73.9,7.48,25.0,20,2,8,1.75,14
69.88,8.73,25.0,30,1,18,1.75,19
73.85,7.5,25.0,160,1,17,1.75,15
100.0,0.0,37.5,20,0,20,0.0,6
74.01,7.45,25.0,160,2,19,8.75,15
100.0,0.0,37.5,50,0,4,5.5,17
100.0,0.0,37.5,190,0,1,7.5,3
74.56,7.28,25.0,40,1,20,0.25,5
72.62,7.88,25.0,70,1,17,2.5,8
73.04,7.75,25.0,170,1,13,8.0,4
75.2,7.08,0.0,140,1,5,1.75,1
71.07,8.36,25.0,120,2,20,0.0,15
75.59,6.96,0.0,130,1,1,5.25,18
100.0,0.0,37.5,130,0,19,7.0,14
100.0,0.0,37.5,70,0,10,7.0,13
72.77,7.83,25.0,110,2,5,7.5,17
70.88,8.42,25.0,140,1,17,4.75,9
100.0,0.0,37.5,40,0,10,9.25,13
70.02,8.69,25.0,180,2,9,6.25,3
100.0,0.0,37.5,50,0,12,0.5,3
100.0,0.0,37.5,40,0,10,2.0,12
99.7,0.08,0.0,140,0,20,8.25,13
100.0,0.0,37.5,120,0,12,1.75,17
76.42,6.71,0.0,110,1,14,1.0,4
100.0,0.0,37.5,160,0,15,1.25,8
100.0,0.0,37.5,160,0,19,3.5,19
74.86,7.18,25.0,80,1,5,5.0,19
100.0,0.0,37.5,150,0,17,3.0,16
73.98,6.65,0.0,80,1,2,1.25,12
99.77,0.06,0.0,180,0,20,4.5,9
100.0,0.0,37.5,60,0,20,0.0,8
78.51,6.08,0.0,10,1,6,9.25,19
66.67,9.76,25.0,30,1,14,3.5,14
77.19,6.48,0.0,20,1,12,9.5,10
69.46,8.87,25.0,40,2,12,9.0,10
75.11,7.11,0.0,40,1,4,3.25,4
71.93,8.09,25.0,10,1,13,0.75,8
72.02,7.67,25.0,120,1,7,0.25,4
100.0,0.0,37.5,30,0,15,0.0,13
73.9,7.48,25.0,110,1,9,6.0,11
74.68,7.24,25.0,90,2,12,6.5,15
71.58,8.2,25.0,100,2,9,4.75,14
74.88,7.18,25.0,110,1,17,2.25,10
73.03,7.75,25.0,100,2,16,6.25,12
100.0,0.0,37.5,70,0,1,8.25,18
100.0,0.0,37.5,20,0,13,1.75,13
73.83,7.5,25.0,190,1,17,5.25,11
76.61,6.65,0.0,90,1,20,1.25,9
99.07,0.25,0.0,90,0,9,8.0,10
73.52,7.6,25.0,80,1,17,5.5,3
73.25,7.68,25.0,90,1,19,2.5,10
100.0,0.0,37.5,200,0,5,7.25,4
73.86,7.49,25.0,170,1,1,2.75,16
78.29,6.15,0.0,10,1,17,5.25,11
72.94,11.16,25.0,130,2,3,1.5,4
71.49,8.23,25.0,90,2,5,9.25,7
72.51,-0.28,0.0,10,2,5,2.5,11
75.3,7.05,0.0,130,1,10,0.75,18
73.69,7.23,25.0,80,2,7,1.0,5
74.12,7.41,25.0,10,2,5,2.0,15
74.78,7.21,25.0,20,2,19,9.75,6
99.7,0.08,0.0,140,0,8,1.75,10
69.82,8.75,25.0,50,2,8,9.5,11
74.76,7.22,25.0,110,1,9,9.5,5
100.0,0.0,37.5,200,0,12,3.0,18
76.61,6.65,0.0,30,2,3,8.25,11
74.23,7.38,25.0,20,1,8,8.25,19
74.34,7.34,25.0,150,1,12,4.5,15
100.0,0.0,37.5,70,0,18,2.75,8
100.0,0.0,37.5,60,0,16,8.75,6
100.0,0.0,37.5,10,0,7,10.0,15
73.44,7.62,25.0,170,1,12,1.5,1
74.1,7.42,25.0,170,1,6,4.0,3
80.7,5.43,0.0,50,2,12,2.75,12
73.87,9.6,25.0,190,2,2,5.0,9
72.72,7.85,25.0,170,2,19,9.25,19
75.29,7.14,25.0,90,1,1,1.25,4
100.0,0.0,37.5,120,0,9,5.0,2
100.0,0.0,37.5,80,0,6,6.0,11
73.22,7.69,25.0,150,1,19,0.75,19
72.57,7.89,25.0,120,1,1,10.0,13
100.0,0.0,37.5,30,0,2,9.25,16
100.0,0.0,37.5,60,0,19,0.75,10
70.1,8.66,25.0,120,1,2,6.0,7
74.64,7.25,25.0,110,2,10,10.0,18
71.9,6.92,25.0,150,1,6,0.5,1
73.67,7.55,25.0,120,1,19,8.0,11
71.07,8.36,25.0,120,2,5,6.5,10
100.0,0.0,37.5,140,0,18,2.75,11
74.58,7.27,25.0,110,1,14,2.75,11
100.0,0.0,37.5,60,0,2,5.75,3
100.0,0.0,37.5,120,0,10,3.5,16
80.92,5.36,0.0,10,1,3,3.5,7
72.32,7.97,25.0,90,1,20,4.0,20
99.79,0.06,0.0,200,0,4,6.0,17
75.21,7.08,0.0,180,2,7,3.25,19
100.0,0.0,37.5,120,0,9,4.25,18
99.74,0.07,0.0,160,0,12,8.5,15
99.31,0.19,0.0,60,0,2,4.5,13
73.03,7.75,25.0,130,2,1,9.5,2
76.54,6.67,0.0,50,1,14,3.0,8
74.62,9.92,25.0,170,2,2,3.5,3
73.4,7.16,25.0,110,2,5,1.25,9
72.72,7.84,25.0,130,2,7,8.5,20
69.74,8.78,25.0,30,1,16,6.0,8
74.31,7.35,25.0,80,2,19,3.25,15
74.1,7.42,25.0,80,1,5,5.0,8
70.64,15.53,25.0,60,1,3,0.5,19
75.77,6.91,0.0,40,1,15,8.0,7
100.0,0.0,37.5,80,0,11,9.75,2
74.26,7.37,25.0,130,2,11,3.5,9
72.54,7.9,25.0,100,2,16,6.5,18
99.74,0.07,0.0,160,0,19,7.0,3
76.21,6.77,0.0,120,2,14,8.0,16
100.0,0.0,37.5,30,0,14,8.25,16
73.82,7.51,25.0,130,1,2,4.5,19
76.32,6.74,0.0,20,2,14,9.5,9
72.0,8.07,25.0,160,1,19,7.0,17
72.29,7.98,25.0,170,1,15,1.0,16
73.5,7.6,25.0,60,2,1,7.0,16
73.94,7.47,25.0,190,2,3,9.75,9
73.54,7.59,25.0,140,2,11,8.5,13
77.63,6.34,0.0,10,2,16,6.0,11
73.36,7.65,25.0,200,2,6,3.5,19
72.94,7.78,25.0,150,2,18,8.0,10
74.64,7.25,25.0,110,2,19,6.75,10
79.28,5.85,0.0,20,1,3,3.5,2
100.0,0.0,37.5,150,0,16,2.25,16
73.92,7.48,25.0,170,2,5,9.75,20
75.25,7.07,0.0,70,2,9,4.25,16
72.81,7.82,25.0,130,2,14,9.25,18
72.37,7.95,25.0,70,2,8,9.5,3
72.85,7.23,25.0,180,1,5,0.0,11
72.62,7.88,25.0,120,1,8,8.75,15
80.7,5.43,0.0,10,2,18,0.0,3
72.62,7.88,25.0,120,1,5,1.75,5
70.61,8.5,25.0,20,1,11,5.25,7
67.98,9.34,25.0,10,1,12,2.0,16
71.41,8.25,25.0,160,1,4,6.75,16
74.9,7.17,25.0,200,1,12,3.75,12
72.53,7.9,25.0,120,2,18,5.75,14
74.54,7.28,25.0,130,1,1,5.0,7
99.5,-0.11,0.0,100,0,6,0.25,8
75.07,7.12,0.0,60,2,20,2.75,5
74.11,7.42,25.0,160,1,16,8.25,2
73.65,7.56,25.0,70,1,17,2.25,2
99.62,0.1,0.0,110,0,17,7.0,15
75.44,7.01,0.0,10,2,7,7.75,1
100.0,0.0,37.5,10,0,3,8.75,13
75.56,6.97,0.0,70,1,10,4.25,17
100.0,0.0,37.5,60,0,10,3.25,8
100.0,0.0,37.5,90,0,13,6.75,15
73.06,7.74,25.0,200,1,8,8.75,13
73.36,7.65,25.0,80,1,16,4.5,13
75.04,7.13,0.0,60,1,2,8.25,20
71.92,9.4,25.0,80,2,3,5.75,7
71.95,8.08,25.0,200,2,11,1.0,5
72.66,7.86,25.0,30,2,12,5.5,16
72.71,7.85,25.0,70,2,19,7.75,19
99.56,0.12,0.0,190,0,1,8.5,1
72.66,7.86,25.0,120,1,16,4.75,6
100.0,0.0,37.5,60,0,20,4.75,17
99.75,0.07,0.0,170,0,3,5.75,14
74.56,7.28,25.0,100,1,2,3.0,4
75.6,6.96,0.0,110,2,6,5.25,15
100.0,0.0,37.5,110,0,16,1.5,6
75.34,7.04,0.0,90,2,5,4.0,6
73.64,7.56,25.0,100,2,18,7.75,17
75.33,7.04,0.0,100,1,16,0.75,3
74.34,7.34,25.0,140,1,4,7.75,17
100.0,0.0,37.5,140,0,6,7.75,10
100.0,0.0,37.5,190,0,1,2.25,12
77.74,6.31,0.0,40,1,4,10.0,10
99.48,0.14,0.0,80,0,19,3.5,3
74.75,7.22,25.0,200,1,14,3.75,13
100.0,0.0,37.5,20,0,3,7.5,17
99.7,0.08,0.0,140,0,19,8.25,6
76.81,6.59,0.0,110,2,17,5.75,14
100.0,0.0,37.5,20,0,12,2.75,19
100.0,0.0,37.5,80,0,19,1.25,8
100.0,0.0,37.5,70,0,19,9.25,15
100.0,0.0,37.5,50,0,8,4.0,7
73.14,7.72,25.0,80,2,15,3.75,7
97.38,2.82,0.0,140,0,3,0.25,1
74.21,7.39,25.0,150,1,17,5.75,5
72.74,7.84,25.0,130,2,19,2.0,14
75.7,6.93,0.0,50,2,19,0.75,12
99.75,0.07,0.0,170,0,14,6.75,13
75.39,7.02,0.0,170,1,5,4.25,6
75.43,7.01,0.0,180,2,1,7.5,20
76.94,6.55,0.0,150,1,1,2.0,6
74.34,7.34,25.0,10,1,16,4.25,14
100.0,0.0,37.5,190,0,10,8.75,5
70.39,8.57,25.0,80,1,10,2.75,16
100.0,0.0,37.5,70,0,17,3.0,7
73.57,7.58,25.0,170,1,10,4.75,4
72.56,7.89,25.0,180,2,1,7.0,8
100.0,0.0,37.5,40,0,15,8.25,1
100.0,0.0,37.5,70,0,15,7.0,4
72.47,7.92,25.0,190,1,15,1.75,16
72.37,7.95,25.0,70,1,14,0.5,2
74.18,7.4,25.0,160,1,8,0.5,18
100.0,0.0,37.5,80,0,5,6.75,2
85.22,10.88,0.0,40,1,2,0.25,2
78.44,6.1,0.0,30,2,18,3.5,8
100.0,0.0,37.5,20,0,14,6.5,19
83.99,4.46,0.0,10,2,16,10.0,15
99.54,0.12,0.0,90,0,4,8.5,9
72.79,7.82,25.0,160,2,9,1.25,6
73.48,7.61,25.0,160,1,13,8.25,1
72.87,7.79,25.0,110,2,7,1.25,11
71.21,8.32,25.0,70,1,18,7.0,3
73.3,7.67,25.0,130,2,16,10.0,4
74.78,7.21,25.0,100,1,17,0.25,13
70.34,8.59,25.0,40,1,5,9.75,10
72.09,8.04,25.0,180,2,13,2.5,16
72.35,7.96,25.0,200,2,14,0.75,8
100.0,0.0,37.5,120,0,19,9.25,6
76.15,6.79,0.0,40,2,8,0.75,10
75.12,7.11,0.0,190,1,8,9.25,20
100.0,0.0,37.5,40,0,8,8.75,11
100.0,0.0,37.5,190,0,11,0.0,1
99.7,0.08,0.0,140,0,9,3.0,9
77.41,6.41,0.0,50,2,10,5.5,20
76.1,6.81,0.0,190,2,19,3.75,13
75.63,6.95,0.0,70,1,10,3.75,5
74.24,7.38,25.0,110,1,18,3.0,19
69.54,8.84,25.0,110,1,18,1.0,12
100.0,0.0,37.5,40,0,19,0.0,13
73.17,7.71,25.0,60,2,18,7.5,20
100.0,0.0,37.5,70,0,7,2.0,5
100.0,0.0,37.5,80,0,18,9.0,9
73.07,7.74,25.0,50,2,20,3.0,17
76.75,6.61,0.0,10,1,11,7.25,9
100.0,0.0,37.5,10,0,7,9.5,10
100.0,0.0,37.5,190,0,13,3.25,12
100.0,0.0,37.5,30,0,10,7.25,3
99.68,0.09,0.0,130,0,11,8.5,18
74.72,7.23,25.0,180,1,4,9.75,19
77.14,7.17,0.0,80,2,3,3.25,8
100.0,0.0,37.5,30,0,19,4.0,7
99.79,0.06,0.0,200,0,20,4.25,3
100.0,0.0,37.5,90,0,11,3.75,18
75.76,6.91,0.0,90,2,11,7.75,15
76.23,7.24,0.0,150,2,2,4.25,1
72.79,7.82,25.0,120,2,10,9.25,2
99.7,0.08,0.0,140,0,15,5.0,19
100.0,0.0,37.5,160,0,13,8.25,13
74.71,7.23,25.0,130,1,9,8.75,1
75.58,6.96,0.0,120,1,7,1.5,14
75.68,6.94,0.0,120,1,12,10.0,6
71.4,8.26,25.0,100,1,18,2.5,14
100.0,0.0,37.5,150,0,16,3.75,11
99.72,0.07,0.0,150,0,6,1.5,20
75.23,7.07,0.0,150,2,20,9.25,19
75.48,7.0,0.0,110,1,12,7.0,7
71.33,8.28,25.0,120,1,10,6.0,19
72.37,7.95,25.0,80,1,16,1.75,12
79.61,5.75,0.0,10,1,8,6.0,7
73.19,7.7,25.0,160,1,2,2.5,5
100.0,0.0,37.5,100,0,7,7.75,18
100.0,0.0,37.5,130,0,14,6.25,16
99.77,0.06,0.0,180,0,11,8.0,8
100.0,0.0,37.5,50,0,11,3.0,18
74.84,7.19,25.0,180,2,16,2.0,10
71.27,8.3,25.0,50,2,8,4.75,19
75.84,6.89,0.0,60,1,12,6.0,7
75.23,11.44,25.0,160,2,2,2.0,2
67.32,9.55,25.0,10,2,13,6.25,13
72.85,7.81,25.0,110,2,10,5.0,18
73.77,7.52,25.0,190,1,5,7.25,17
76.96,9.86,0.0,190,2,2,1.25,11
100.0,0.0,37.5,150,0,7,2.0,14
73.25,7.68,25.0,90,1,6,4.25,12
100.0,0.0,37.5,90,0,8,3.0,14
71.27,8.3,25.0,10,2,19,1.5,3
75.14,7.1,0.0,110,1,4,6.0,4
75.48,7.0,0.0,60,1,20,2.25,3
76.36,6.73,0.0,50,1,16,9.5,13
100.0,0.0,37.5,20,0,11,0.75,17
99.79,0.06,0.0,200,0,18,8.25,1
72.0,8.07,25.0,120,1,12,7.5,15
100.0,0.0,37.5,200,0,15,1.5,12
75.44,7.01,0.0,150,2,11,7.75,15
72.87,7.8,25.0,130,1,16,0.5,13
74.89,7.18,25.0,180,2,15,9.75,12
72.99,7.76,25.0,60,2,11,3.0,14
74.52,7.29,25.0,50,1,12,0.25,4
72.2,8.01,25.0,180,2,8,9.75,20
100.0,0.0,37.5,120,0,17,1.5,7
100.0,0.0,37.5,10,0,8,1.0,14
100.0,0.0,37.5,190,0,1,9.5,20
75.67,6.94,0.0,140,1,11,2.75,18
74.42,7.32,25.0,80,1,5,8.5,6
76.36,6.73,0.0,110,1,19,5.75,11
74.98,7.15,25.0,200,2,17,3.5,9
99.75,0.07,0.0,170,0,16,5.75,5
76.46,6.7,0.0,90,2,16,10.0,18
100.0,0.0,37.5,180,0,12,6.5,18
75.0,7.14,0.0,60,2,20,5.5,1
100.0,0.0,37.5,100,0,3,6.0,15
100.0,0.0,37.5,180,0,8,1.5,13
72.93,7.78,25.0,130,2,10,6.75,4
100.0,0.0,37.5,130,0,19,0.0,11
72.94,7.78,25.0,130,1,20,8.25,4
100.0,0.0,37.5,200,0,4,9.5,4
76.64,6.64,0.0,20,1,4,7.75,2
72.99,7.76,25.0,170,2,15,5.0,20
100.0,0.0,37.5,70,0,12,1.0,11
100.0,0.0,37.5,60,0,15,0.5,1
75.22,7.0,0.0,180,2,5,2.5,1
100.0,0.0,37.5,40,0,10,5.75,9
81.58,5.17,0.0,10,1,2,9.75,8
74.56,7.28,25.0,130,1,19,3.25,14
99.36,0.17,0.0,130,0,5,3.5,17
73.27,7.68,25.0,200,2,6,10.0,11
100.0,0.0,37.5,10,0,7,8.75,18
72.02,8.06,25.0,190,1,6,8.5,14
72.39,7.95,25.0,90,1,6,2.25,7
72.88,9.21,25.0,90,2,3,5.0,20
76.56,6.67,0.0,80,2,7,6.5,18
73.62,7.57,25.0,70,1,5,4.5,13
74.38,7.33,25.0,190,2,8,2.25,2
69.01,11.55,25.0,100,2,3,3.75,19
74.36,7.34,25.0,150,1,13,0.0,15
74.65,7.16,25.0,160,1,8,0.25,13
73.09,7.73,25.0,180,1,12,4.5,17
100.0,0.0,37.5,70,0,6,0.25,4
74.19,7.39,25.0,140,2,4,9.75,4
72.09,8.04,25.0,160,2,1,8.75,4
99.68,0.09,0.0,130,0,10,2.75,9
100.0,0.0,37.5,50,0,20,0.75,2
99.79,0.06,0.0,200,0,7,0.5,5
100.0,0.0,37.5,120,0,3,5.5,19
99.54,0.12,0.0,90,0,9,1.25,20
100.0,0.0,37.5,160,0,1,1.5,16
74.36,7.34,25.0,160,1,19,8.75,19
71.47,8.24,25.0,190,1,10,6.5,14
71.77,8.14,25.0,80,1,11,2.25,8
100.0,0.0,37.5,100,0,17,4.75,7
100.0,0.0,37.5,50,0,8,6.75,13
74.33,7.35,25.0,140,1,10,8.0,12
73.28,7.67,25.0,180,1,15,4.0,8
100.0,0.0,37.5,100,0,2,7.75,19
75.05,7.13,0.0,200,2,6,6.0,17
73.74,7.53,25.0,120,1,16,2.25,13
100.0,0.0,37.5,130,0,10,5.0,19
76.97,6.54,0.0,20,1,19,2.0,6
100.0,0.0,37.5,70,0,10,8.75,2
74.62,7.26,25.0,40,2,13,0.75,6
75.71,6.93,0.0,200,1,12,9.25,18
100.0,0.0,37.5,160,0,13,3.25,16
99.56,0.12,0.0,190,0,8,2.5,1
100.0,0.0,37.5,110,0,4,5.5,1
74.61,7.26,25.0,150,2,3,6.25,20
66.89,9.69,25.0,10,2,10,3.75,10
74.02,9.54,25.0,30,2,3,5.5,19
75.0,7.14,25.0,20,2,12,7.5,12
72.86,7.8,25.0,90,1,15,2.75,16
72.49,7.92,25.0,200,2,6,8.5,1
73.65,7.56,25.0,60,2,12,7.75,2
100.0,0.0,37.5,30,0,3,1.75,7
71.87,8.11,25.0,70,1,6,5.25,17
77.29,6.45,0.0,70,1,19,4.75,18
99.77,0.06,0.0,180,0,7,6.5,10
100.0,0.0,37.5,80,0,16,3.25,15
99.62,0.1,0.0,110,0,7,7.0,13
75.66,6.94,0.0,10,2,12,8.0,9
72.49,7.92,25.0,90,1,20,6.25,7
73.41,7.63,25.0,190,1,14,1.5,10
70.61,8.5,25.0,30,2,14,5.25,15
100.0,0.0,37.5,200,0,4,7.5,18
75.69,6.93,0.0,60,1,11,0.0,10
100.0,0.0,37.5,120,0,19,1.5,2
73.42,7.63,25.0,50,2,18,8.0,6
100.0,0.0,37.5,10,0,13,8.25,14
74.17,7.4,25.0,130,1,11,1.0,19
72.04,8.06,25.0,100,1,3,7.5,17
71.16,8.33,25.0,20,1,6,3.25,18
74.25,7.37,25.0,140,1,9,4.25,9
73.1,7.73,25.0,140,1,13,3.25,13
74.6,7.27,25.0,130,2,13,3.5,20
78.62,14.12,0.0,200,2,1,0.75,11
76.32,6.74,0.0,200,1,7,9.25,8
99.54,0.12,0.0,90,0,17,8.25,9
75.09,7.12,0.0,200,1,4,8.0,2
72.74,7.84,25.0,200,2,8,9.75,13
100.0,0.0,37.5,30,0,11,0.5,12
98.96,0.28,0.0,40,0,13,4.75,15
74.58,7.27,25.0,200,2,18,2.25,2
100.0,0.0,37.5,20,0,17,1.25,20
100.0,0.0,37.5,160,0,12,6.75,15
100.0,0.0,37.5,100,0,20,7.5,3
76.1,6.81,0.0,10,2,5,2.75,19
99.77,0.06,0.0,180,0,9,4.75,15
75.73,6.92,0.0,90,1,9,5.25,10
73.55,7.59,25.0,190,2,11,3.75,1
73.13,13.26,25.0,170,2,1,2.75,19
73.62,7.57,25.0,130,1,15,5.25,9
71.8,8.13,25.0,140,2,8,0.25,16
74.81,7.2,25.0,130,1,14,4.25,18
73.14,7.72,25.0,120,2,19,3.75,18
74.91,7.17,25.0,180,2,8,4.0,12
75.8,6.9,0.0,30,1,14,1.5,6
100.0,0.0,37.5,130,0,1,7.75,15
98.61,0.37,0.0,30,0,14,5.5,5
71.45,8.24,25.0,120,1,12,5.25,12
71.71,8.16,25.0,10,1,13,3.5,1
100.0,0.0,37.5,10,0,16,2.5,19
99.74,0.07,0.0,160,0,1,2.75,12
100.0,0.0,37.5,170,0,2,7.25,5
72.81,7.82,25.0,130,1,7,4.5,16
99.7,0.08,0.0,140,0,11,8.25,20
72.67,7.86,25.0,170,2,6,6.75,20
78.29,6.15,0.0,10,2,5,6.25,16
100.0,0.0,37.5,110,0,14,4.75,13
73.84,7.5,25.0,110,1,16,6.0,20
76.17,6.79,0.0,60,1,7,1.0,19
73.45,7.62,25.0,190,2,8,2.0,14
77.19,6.48,0.0,10,1,10,8.5,3
100.0,0.0,37.5,10,0,6,2.5,20
73.61,7.57,25.0,150,2,12,5.0,16
100.0,0.0,37.5,120,0,2,4.0,14
100.0,0.0,37.5,120,0,15,0.5,18
73.46,7.61,25.0,80,2,20,7.5,6
74.19,7.39,25.0,170,2,13,6.5,7
72.26,7.99,25.0,40,2,20,7.5,3
100.0,0.0,37.5,130,0,18,9.5,15
72.07,8.05,25.0,110,2,17,3.25,3
65.24,10.22,25.0,40,2,8,9.0,18
71.16,8.33,25.0,20,2,19,4.25,10
75.82,6.89,0.0,40,2,12,7.25,20
100.0,0.0,37.5,90,0,11,7.0,2
76.78,6.6,0.0,80,1,14,1.0,11
75.64,6.95,0.0,130,1,12,7.75,20
72.42,7.94,25.0,200,1,5,8.75,18
99.62,0.1,0.0,110,0,2,4.0,14
100.0,0.0,37.5,150,0,8,5.25,18
72.92,7.78,25.0,160,1,6,3.25,19
99.65,0.09,0.0,120,0,18,4.0,3
98.96,0.28,0.0,40,0,15,4.75,7
76.83,6.59,0.0,90,1,15,6.5,16
75.99,6.84,0.0,20,1,8,9.0,2
74.95,7.16,25.0,190,1,11,9.0,1
100.0,0.0,37.5,100,0,4,8.75,13
69.39,8.89,25.0,150,1,4,5.25,2
70.61,8.5,25.0,10,1,11,5.25,17
75.45,7.0,0.0,160,1,11,4.5,20
99.77,0.06,0.0,180,0,8,5.25,7
100.0,0.0,37.5,70,0,15,4.5,10
73.57,7.58,25.0,140,2,2,7.75,3
100.0,0.0,37.5,50,0,1,3.75,20
74.61,7.26,25.0,170,2,18,7.25,3
75.02,7.14,0.0,100,1,19,6.5,7
100.0,0.0,37.5,20,0,13,0.0,15
72.53,7.91,25.0,110,1,20,6.75,18
75.71,6.93,0.0,180,1,14,9.0,6
74.56,7.28,25.0,110,2,3,7.25,6
99.7,0.08,0.0,140,0,8,9.75,7
73.62,7.57,25.0,130,2,17,6.75,17
100.0,0.0,37.5,140,0,19,5.0,19
100.0,0.0,37.5,90,0,17,6.0,4
100.0,0.0,37.5,110,0,11,6.25,2
70.38,8.58,25.0,120,1,9,6.0,19
71.05,8.37,25.0,50,1,13,9.75,17
73.91,7.48,25.0,200,1,19,3.5,12
73.63,7.56,25.0,190,2,15,7.0,4
74.29,7.36,25.0,40,2,11,9.5,16
